Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,23.0,2002.0,24,24,2125,23.6,0.04,0.04,0.04,0.04,0.02,0.06,0.02,0.06,24.0,13.0,54.2,9.0,37.5,65.38,4.66,20.13,37.63,8.31,0.08,65.38,1.02,0.55,0.38,31.1,144.53,67.5,0.76,0.47,0.04,0.97,0.64,44.49,0.59,1.27,0.13,1.19,0.04,0.0,0.04,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,1137.0,1284.0,88.6,18898.0,5958.0,552.0,593.0,93.1,470.0,505.0,93.1,87.0,138.0,63.0,0.0,0.04,0.06,-0.04,0.55,4.96,0.64,0.0,5.0,54.41,52.42,1.99,1.86,0.13,0.47,0.17,0.04,0.04,0.04,0.0,0.0,48.18,0.0,0.51,0.68,0.08,0.06,0.5,0.03,0.5,0.5,65.7,0.13,0.0,0.0,1.48,1.36,0.0,1.91,1.1,0.0,0.0,5.51,0.97,0.51,1.99,0.72,1.1,0.17,1.31,2.03,0.72,1.02,0.51,3.9,2.92,0.04,64.6
Anthony Elanga,se SWE,FW,Nott'ham Forest,eng Premier League,22.0,2002.0,33,26,2052,22.8,0.26,0.66,0.26,0.66,0.17,0.37,0.17,0.37,73.0,22.0,30.1,34.0,46.6,39.47,1.27,5.44,11.36,23.38,3.77,39.47,3.2,0.96,1.49,20.53,160.09,90.83,3.46,1.8,1.58,2.85,1.54,25.96,7.19,3.6,0.61,2.11,0.75,0.22,0.18,0.35,0.0,0.44,0.09,0.04,0.0,0.04,0.0,426.0,652.0,65.3,6133.0,2060.0,259.0,308.0,84.1,110.0,174.0,63.2,35.0,102.0,34.3,0.39,0.19,0.17,0.2,1.75,1.14,1.01,0.31,2.06,28.6,24.3,4.17,1.05,0.13,0.0,6.23,0.13,2.85,1.67,1.05,0.0,18.68,0.13,1.01,1.54,0.7,0.17,0.38,0.11,2.1,2.1,40.0,0.04,0.0,0.0,0.31,1.4,0.57,0.22,0.53,0.0,0.0,3.46,0.96,1.45,0.75,0.31,0.35,0.09,0.18,0.7,0.53,0.39,0.04,0.96,1.1,0.0,25.0
Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,23.0,2002.0,32,26,2217,24.6,0.08,0.16,0.08,0.16,0.04,0.11,0.04,0.11,37.0,14.0,37.8,19.0,51.4,34.47,2.03,9.72,13.09,12.15,1.87,34.47,1.5,0.57,0.77,16.91,87.15,44.55,1.3,0.85,0.37,1.79,0.77,18.94,3.33,1.83,0.2,1.26,0.04,0.16,0.12,0.2,0.04,0.16,0.0,0.0,0.0,0.04,0.0,398.0,558.0,71.3,5935.0,1914.0,221.0,275.0,80.4,149.0,201.0,74.1,15.0,45.0,33.3,0.08,0.07,0.07,0.02,0.77,0.81,0.33,0.04,1.42,22.68,20.45,2.2,0.04,0.08,0.08,0.93,2.11,0.0,0.0,0.0,0.0,16.18,0.04,0.77,0.73,0.12,0.11,0.67,0.06,0.9,0.9,42.3,0.08,0.0,0.0,0.85,1.5,0.08,0.53,0.98,0.0,0.0,2.8,0.45,0.61,2.07,1.34,0.45,0.28,1.18,2.2,1.02,1.54,0.16,2.6,2.8,0.0,53.7
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,31.0,1994.0,18,13,1161,12.9,0.0,0.0,0.0,0.0,0.03,0.05,0.03,0.05,8.0,3.0,37.5,4.0,50.0,66.59,6.51,29.15,34.65,3.02,0.85,66.59,0.62,0.23,0.31,36.98,205.74,111.86,1.16,0.23,0.08,0.93,0.39,42.17,0.23,0.78,0.08,0.78,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,598.0,703.0,85.1,11285.0,3891.0,225.0,238.0,94.5,306.0,338.0,90.5,59.0,103.0,57.3,0.0,0.02,0.02,-0.02,0.31,3.8,0.16,0.0,3.26,54.5,50.62,3.57,1.71,0.23,0.23,0.23,1.71,0.0,0.0,0.0,0.0,46.36,0.31,0.62,0.31,0.0,0.0,0.0,0.11,-0.4,-0.4,55.1,0.08,0.08,0.0,1.47,1.4,0.0,0.7,0.62,0.0,0.0,3.57,2.09,1.71,1.24,0.85,0.23,0.16,0.7,1.32,0.62,1.24,0.93,1.94,6.2,0.0,52.9
Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,28.0,1996.0,23,23,2000,22.2,0.05,0.09,0.05,0.09,0.09,0.11,0.09,0.11,0.0,0.0,0.0,0.0,0.0,77.3,14.77,44.59,30.77,2.03,0.68,77.3,0.0,0.0,0.0,40.05,198.24,104.19,0.81,0.5,0.0,0.27,0.05,48.29,0.23,0.63,0.18,0.59,0.0,0.0,0.05,0.0,0.0,0.14,0.0,0.0,0.05,0.0,0.0,1309.0,1426.0,91.8,21260.0,5854.0,643.0,674.0,95.4,582.0,626.0,93.0,64.0,94.0,68.1,0.05,0.02,0.01,0.03,0.18,2.07,0.09,0.0,2.34,64.23,59.01,5.14,1.22,0.14,0.05,0.05,0.05,0.0,0.0,0.0,0.0,58.96,0.09,0.41,0.5,0.14,0.09,0.33,0.19,-1.0,-1.0,51.7,0.05,0.0,0.0,0.41,0.59,0.05,1.31,1.04,0.0,0.0,3.78,2.03,1.89,1.62,1.17,0.27,0.18,0.77,1.04,0.27,1.58,1.22,2.93,6.89,0.0,73.9
Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32.0,1992.0,30,15,1414,15.7,0.06,0.13,0.06,0.13,0.1,0.27,0.1,0.27,43.0,17.0,39.5,21.0,48.8,46.62,0.89,5.67,17.9,24.08,2.48,46.62,2.74,1.08,1.34,25.8,154.59,71.4,2.8,1.97,0.7,3.12,1.27,29.49,6.5,2.55,0.06,1.53,0.51,0.06,0.06,0.38,0.0,0.06,0.0,0.0,0.0,0.0,0.0,337.0,525.0,64.2,5418.0,1363.0,193.0,238.0,81.1,93.0,139.0,66.9,38.0,101.0,37.6,0.06,0.17,0.15,-0.11,1.21,1.27,1.08,0.64,2.61,33.44,29.49,3.76,1.08,0.13,0.13,6.56,0.57,1.91,1.02,0.57,0.0,21.46,0.19,1.59,2.04,0.64,0.03,0.1,0.05,-0.5,-0.5,29.7,0.25,0.0,0.0,1.46,1.27,0.83,0.76,1.08,0.0,0.0,3.63,0.7,1.66,2.29,0.89,0.96,0.45,1.02,2.55,1.53,1.08,0.06,3.06,0.76,0.06,40.0
Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,28.0,1997.0,26,17,1598,17.8,0.34,0.56,0.34,0.56,0.57,0.83,0.57,0.83,40.0,13.0,32.5,24.0,60.0,32.42,0.45,2.87,13.71,16.24,6.24,32.42,2.25,0.73,1.35,20.34,88.76,37.08,1.12,0.84,0.62,3.15,2.81,24.89,7.13,2.59,0.51,1.97,0.0,0.11,0.22,0.17,0.11,0.28,0.0,0.06,0.11,0.06,0.0,252.0,369.0,68.3,3626.0,886.0,145.0,207.0,70.0,82.0,98.0,83.7,14.0,24.0,58.3,0.22,0.26,0.14,-0.04,1.52,1.07,1.07,0.0,2.47,20.73,18.93,1.52,0.11,0.39,0.06,0.22,0.0,0.0,0.0,0.0,0.0,14.16,0.28,0.51,2.65,0.9,0.13,0.38,0.22,-4.1,-4.1,50.0,0.28,0.0,0.0,1.4,2.19,0.62,0.17,0.73,0.11,0.0,2.75,1.52,1.52,1.01,0.39,0.17,0.45,0.22,0.79,0.56,0.45,0.0,1.18,0.39,0.06,28.6
Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,22.0,2003.0,25,25,2113,23.5,0.55,0.64,0.55,0.64,0.65,0.75,0.65,0.75,24.0,6.0,25.0,17.0,70.8,22.26,1.36,3.23,9.66,9.66,3.79,22.26,1.02,0.26,0.72,13.19,73.96,35.28,1.53,0.77,1.32,2.21,1.19,16.43,4.17,1.24,0.13,0.98,0.0,0.09,0.04,0.13,0.0,0.09,0.0,0.04,0.0,0.0,0.0,251.0,311.0,80.7,3115.0,346.0,162.0,197.0,82.2,68.0,75.0,90.7,3.0,4.0,75.0,0.09,0.1,0.03,-0.01,0.72,0.17,0.17,0.0,0.6,13.23,12.38,0.77,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,10.68,0.09,0.26,2.34,1.36,0.24,0.41,0.28,-2.2,-2.2,41.7,0.21,0.0,0.0,1.45,1.53,0.94,0.04,0.26,0.0,0.0,2.3,1.06,1.49,0.26,0.04,0.09,0.13,0.09,0.26,0.17,0.77,0.21,0.3,1.11,0.0,33.3
Emerson,br BRA,DF,Milan,it Serie A,26.0,1999.0,17,16,1377,15.3,0.0,0.0,0.0,0.0,0.03,0.07,0.03,0.07,18.0,7.0,38.9,9.0,50.0,72.03,3.66,20.39,34.38,17.71,1.44,72.03,1.18,0.46,0.59,38.17,158.37,80.26,1.5,1.24,0.2,1.18,0.65,46.41,4.64,2.16,0.07,1.9,0.0,0.0,0.13,0.13,0.0,0.07,0.0,0.0,0.0,0.0,0.0,784.0,909.0,86.2,12560.0,3198.0,380.0,418.0,90.9,355.0,390.0,91.0,32.0,54.0,59.3,0.0,0.05,0.07,-0.05,0.98,2.88,0.92,0.33,4.44,59.41,52.03,7.19,1.7,0.0,0.2,2.94,5.49,0.0,0.0,0.0,0.0,51.24,0.2,1.5,0.65,0.13,0.0,0.0,0.04,-0.4,-0.4,63.2,0.33,0.0,0.0,2.22,2.09,0.0,0.92,1.83,0.0,0.0,3.86,1.57,0.92,2.94,1.57,1.05,0.33,1.05,2.22,1.18,0.85,0.13,3.86,3.66,0.0,47.1
Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,24.0,2001.0,22,11,1086,12.1,0.08,0.17,0.08,0.17,0.05,0.16,0.05,0.16,15.0,9.0,60.0,3.0,20.0,63.22,2.98,14.79,38.68,10.41,1.32,63.22,1.24,0.74,0.25,40.0,208.02,93.22,1.32,0.91,0.17,1.65,0.58,41.65,1.32,1.91,0.17,1.57,0.08,0.08,0.0,0.08,0.08,0.17,0.0,0.0,0.0,0.0,0.0,566.0,641.0,88.3,8741.0,2155.0,295.0,319.0,92.5,226.0,244.0,92.6,27.0,40.0,67.5,0.08,0.12,0.12,-0.03,0.91,3.06,0.17,0.0,4.21,52.98,48.76,4.13,1.82,0.08,0.25,0.08,2.31,0.0,0.0,0.0,0.0,46.78,0.08,0.83,0.66,0.17,0.13,0.5,0.07,0.4,0.4,52.6,0.33,0.0,0.0,1.65,1.57,0.08,0.83,0.91,0.0,0.0,4.96,0.83,0.74,2.31,0.99,1.07,0.25,1.24,2.15,0.91,0.83,0.41,3.14,2.07,0.0,57.7
Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,33.0,1992.0,19,11,993,11.0,0.0,0.09,0.0,0.09,0.02,0.26,0.02,0.26,3.0,0.0,0.0,3.0,100.0,70.09,2.18,14.55,34.09,21.82,1.09,70.09,0.27,0.0,0.27,38.27,137.18,60.18,0.91,0.91,0.0,1.0,0.45,46.45,2.55,3.89,0.54,2.55,1.27,0.0,0.09,0.0,0.0,0.36,0.18,0.0,0.0,0.0,0.0,543.0,683.0,79.5,9068.0,2809.0,294.0,319.0,92.2,172.0,215.0,80.0,56.0,114.0,49.1,0.09,0.24,0.19,-0.15,2.0,4.82,0.73,0.18,4.45,62.09,53.55,8.45,2.55,0.45,0.73,6.73,0.45,5.09,2.0,1.64,0.45,49.36,0.09,0.45,0.73,0.09,0.0,0.0,0.03,-0.3,-0.3,28.6,0.36,0.0,0.0,0.73,0.27,0.0,0.64,0.82,0.0,0.0,5.36,0.18,0.45,1.73,0.36,1.09,0.27,1.0,2.18,1.18,1.18,0.36,2.36,0.64,0.0,45.8
Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22.0,2002.0,29,23,2008,22.3,0.36,0.36,0.31,0.31,0.25,0.33,0.18,0.26,65.0,28.0,43.1,30.0,46.2,42.78,0.49,3.5,21.26,18.74,3.9,42.69,2.91,1.26,1.35,22.56,97.44,45.25,1.35,1.12,0.49,3.14,1.93,28.16,3.86,3.18,0.22,2.11,0.13,0.27,0.36,0.27,0.04,0.0,0.0,0.09,0.09,0.04,0.0,398.0,657.0,60.6,6150.0,2480.0,206.0,282.0,73.0,119.0,184.0,64.7,42.0,92.0,45.7,0.0,0.09,0.09,-0.09,1.39,2.38,1.12,0.13,3.72,29.46,27.09,2.2,0.58,0.27,0.18,2.2,0.27,0.85,0.4,0.18,0.0,17.85,0.18,1.57,2.38,0.76,0.13,0.41,0.07,2.5,3.1,33.3,0.04,0.0,0.0,1.75,2.2,0.4,0.49,1.12,0.09,0.0,4.3,1.08,2.15,2.15,0.58,1.21,0.36,0.67,1.35,0.67,0.9,0.09,2.65,0.58,0.0,50.0
Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,27.0,1998.0,27,18,1494,16.6,0.42,0.54,0.42,0.54,0.21,0.28,0.21,0.28,46.0,10.0,21.7,30.0,65.2,31.14,0.6,2.47,14.64,14.7,4.94,31.14,2.77,0.6,1.81,19.1,92.47,38.43,1.87,1.08,1.14,4.82,2.05,23.92,6.69,1.39,0.18,0.72,0.06,0.06,0.24,0.3,0.0,0.12,0.0,0.06,0.0,0.0,0.0,175.0,276.0,63.4,2229.0,364.0,102.0,141.0,72.3,50.0,78.0,64.1,5.0,8.0,62.5,0.12,0.07,0.08,0.05,0.54,0.6,0.24,0.06,1.02,16.63,15.36,1.02,0.12,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,10.54,0.24,0.66,2.29,0.78,0.18,0.54,0.09,3.6,3.6,44.5,0.24,0.06,0.0,2.53,1.93,0.78,0.0,0.36,0.0,0.0,2.35,3.19,3.98,0.42,0.06,0.18,0.18,0.18,0.24,0.06,0.72,0.12,0.42,0.66,0.0,75.0
Dario Essugo,pt POR,MF,Las Palmas,es La Liga,20.0,2005.0,21,20,1555,17.3,0.06,0.06,0.06,0.06,0.03,0.05,0.03,0.05,16.0,11.0,68.8,4.0,25.0,57.69,3.7,16.99,34.16,7.23,0.52,57.69,0.92,0.64,0.23,27.4,128.09,61.97,0.81,1.04,0.12,1.62,1.1,36.42,0.46,1.79,0.06,1.21,0.0,0.17,0.17,0.12,0.12,0.06,0.0,0.0,0.0,0.0,0.0,652.0,770.0,84.7,11300.0,3027.0,295.0,335.0,88.1,285.0,321.0,88.8,60.0,85.0,70.6,0.0,0.02,0.03,-0.02,0.64,3.7,0.46,0.0,3.7,44.51,43.76,0.64,0.46,0.23,0.46,0.06,0.06,0.0,0.0,0.0,0.0,37.69,0.12,0.35,1.16,0.23,0.05,0.25,0.03,0.4,0.4,48.1,0.58,0.12,0.12,1.73,1.68,0.0,2.08,2.14,0.0,0.0,5.32,1.45,1.56,2.72,1.45,0.98,0.29,1.33,2.14,0.81,1.39,0.52,4.8,2.25,0.4,62.2
Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,27.0,1998.0,26,22,2042,22.7,0.04,0.09,0.04,0.09,0.03,0.12,0.03,0.12,28.0,14.0,50.0,13.0,46.4,71.37,2.95,17.97,35.64,18.5,1.23,71.37,1.23,0.62,0.57,37.58,183.04,97.62,2.33,2.03,0.35,1.23,1.06,43.04,4.45,2.16,0.18,1.41,0.57,0.0,0.09,0.09,0.0,0.13,0.0,0.0,0.0,0.04,0.0,1154.0,1376.0,83.9,17530.0,5284.0,686.0,734.0,93.5,375.0,448.0,83.7,69.0,132.0,52.3,0.04,0.09,0.1,-0.05,1.06,3.7,1.32,0.79,4.45,60.62,51.23,9.3,0.79,0.0,0.22,4.54,6.87,1.63,1.01,0.4,0.13,50.84,0.09,1.15,0.79,0.22,0.06,0.2,0.04,0.3,0.3,60.9,0.22,0.0,0.0,1.41,0.7,0.13,1.32,1.5,0.0,0.0,5.64,1.72,1.1,2.25,1.19,0.75,0.31,1.19,1.76,0.57,0.66,0.09,3.57,2.33,0.09,67.5
Evanilson,br BRA,FW,Bournemouth,eng Premier League,25.0,1999.0,26,23,1903,21.1,0.43,0.43,0.43,0.43,0.52,0.59,0.48,0.56,19.0,6.0,31.6,7.0,36.8,21.9,1.04,2.23,8.15,11.66,5.31,21.85,0.9,0.28,0.33,12.65,68.39,32.94,1.18,0.66,0.66,1.42,1.0,15.26,4.08,2.6,0.33,1.61,0.0,0.14,0.43,0.43,0.0,0.05,0.0,0.05,0.05,0.19,0.0,190.0,276.0,68.8,2309.0,495.0,122.0,166.0,73.5,40.0,56.0,71.4,9.0,13.0,69.2,0.0,0.07,0.07,-0.07,1.04,0.66,0.09,0.0,0.9,13.08,12.89,0.14,0.0,0.19,0.14,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.05,0.47,2.93,1.32,0.15,0.32,0.17,-2.0,-1.2,40.9,0.0,0.0,0.0,1.33,1.9,0.76,0.0,0.43,0.24,0.0,2.61,1.8,2.61,0.66,0.28,0.24,0.14,0.28,0.47,0.19,0.47,0.09,0.66,0.95,0.0,60.0
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26.0,1998.0,29,27,2275,25.3,0.12,0.44,0.12,0.44,0.31,0.5,0.28,0.47,123.0,59.0,48.0,57.0,46.3,49.96,0.51,6.64,23.64,20.87,3.28,49.92,4.86,2.33,2.25,29.8,180.91,85.02,2.57,1.7,0.83,2.06,1.74,32.57,5.53,4.59,0.36,2.37,0.95,0.43,0.43,0.36,0.04,0.32,0.04,0.0,0.0,0.0,0.0,691.0,929.0,74.4,11549.0,2963.0,342.0,401.0,85.3,268.0,322.0,83.2,63.0,146.0,43.2,0.32,0.19,0.13,0.13,2.02,1.78,1.23,0.12,3.36,36.72,29.72,6.36,2.37,0.36,0.2,3.91,0.12,2.21,1.34,0.4,0.0,27.31,0.63,0.67,3.56,0.91,0.03,0.13,0.08,-4.9,-4.1,14.3,0.04,0.0,0.0,0.4,1.78,0.36,0.43,0.87,0.0,0.0,4.98,0.24,1.42,1.46,0.51,0.59,0.36,0.67,1.38,0.71,0.99,0.0,1.9,0.36,0.12,48.6
Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,23.0,2001.0,26,20,1701,18.9,0.05,0.16,0.05,0.16,0.39,0.49,0.35,0.45,96.0,44.0,45.8,36.0,37.5,48.68,0.42,5.13,18.31,26.83,6.98,48.62,5.08,2.33,1.9,31.75,240.11,140.85,5.45,3.76,2.49,2.7,2.49,35.87,9.52,3.12,0.32,2.01,0.0,0.48,0.42,0.16,0.05,0.21,0.0,0.0,0.11,0.0,0.0,449.0,639.0,70.3,5658.0,1650.0,308.0,380.0,81.1,113.0,166.0,68.1,10.0,30.0,33.3,0.11,0.1,0.1,0.01,1.32,1.85,0.79,0.11,3.12,33.81,32.54,1.16,0.26,0.11,0.21,2.22,0.79,0.05,0.0,0.0,0.0,23.76,0.11,1.32,2.91,1.11,0.02,0.05,0.12,-6.4,-5.7,37.3,0.11,0.0,0.0,1.06,1.9,0.16,0.32,1.27,0.05,0.0,4.6,1.01,1.69,1.8,0.85,0.79,0.16,0.74,1.32,0.58,1.06,0.16,2.12,0.63,0.0,56.0
Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,22.0,2003.0,27,8,929,10.3,0.29,0.39,0.29,0.39,0.22,0.34,0.22,0.34,12.0,1.0,8.3,7.0,58.3,28.45,0.49,3.79,12.91,12.52,4.27,28.45,1.17,0.1,0.68,17.09,113.59,27.18,1.17,0.39,0.39,2.82,1.55,20.19,3.5,1.55,0.0,0.97,0.0,0.0,0.39,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,132.0,181.0,72.9,1924.0,267.0,79.0,96.0,82.3,47.0,59.0,79.7,3.0,11.0,27.3,0.1,0.12,0.04,-0.02,0.78,1.07,0.49,0.1,1.26,17.57,17.09,0.39,0.1,0.19,0.1,0.68,0.29,0.0,0.0,0.0,0.0,12.82,0.1,0.78,1.94,0.48,0.15,0.6,0.12,0.7,0.7,36.0,0.19,0.0,0.0,1.94,2.04,0.1,0.19,0.58,0.0,0.0,2.91,1.75,3.11,0.97,0.1,0.29,0.58,0.68,1.26,0.58,0.49,0.19,1.17,0.39,0.0,53.8
Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,23.0,2001.0,25,20,1600,17.8,0.06,0.23,0.06,0.23,0.09,0.31,0.09,0.31,65.0,26.0,40.0,31.0,47.7,45.79,0.9,8.2,17.25,21.46,3.26,45.79,3.65,1.46,1.74,29.66,212.47,124.1,4.1,1.91,1.74,2.19,1.8,29.04,8.88,2.81,0.39,1.97,0.06,0.28,0.17,0.28,0.06,0.34,0.0,0.06,0.0,0.0,0.0,428.0,575.0,74.4,6049.0,1609.0,243.0,276.0,88.0,137.0,188.0,72.9,22.0,41.0,53.7,0.17,0.22,0.11,-0.05,1.24,0.73,1.35,0.28,1.97,32.3,29.49,2.75,0.06,0.17,0.17,2.19,2.7,0.0,0.0,0.0,0.0,24.04,0.06,1.52,1.52,0.51,0.04,0.11,0.06,-0.6,-0.6,44.0,0.11,0.06,0.0,2.19,2.64,0.79,0.62,2.53,0.0,0.0,5.22,0.62,0.79,3.37,1.35,1.35,0.67,1.12,2.47,1.35,0.96,0.06,3.99,0.56,0.0,45.5
Wout Faes,be BEL,DF,Leicester City,eng Premier League,27.0,1998.0,29,25,2365,26.3,0.04,0.04,0.04,0.04,0.05,0.06,0.05,0.06,5.0,4.0,80.0,1.0,20.0,60.04,9.73,29.43,28.4,2.51,0.99,60.04,0.19,0.15,0.04,34.45,160.84,95.06,0.46,0.46,0.08,0.61,0.23,39.2,0.04,0.49,0.0,0.42,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,1285.0,86.8,20623.0,7094.0,430.0,461.0,93.3,591.0,625.0,94.6,91.0,177.0,51.4,0.0,0.0,0.02,0.0,0.15,2.78,0.23,0.0,2.74,48.86,47.19,1.6,0.91,0.08,0.19,0.19,0.19,0.0,0.0,0.0,0.0,42.4,0.08,0.23,0.42,0.04,0.09,1.0,0.12,-0.4,-0.4,56.3,0.11,0.0,0.0,0.76,0.34,0.04,0.99,0.87,0.0,0.0,3.04,1.52,1.18,1.44,0.95,0.42,0.08,0.84,1.6,0.76,1.63,1.18,2.43,5.7,0.15,52.4
Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,22.0,2003.0,15,11,950,10.6,0.09,0.09,0.09,0.09,0.19,0.21,0.19,0.21,32.0,15.0,46.9,12.0,37.5,39.15,1.23,7.17,17.45,15.38,2.83,39.15,3.02,1.42,1.13,22.36,146.13,70.09,1.98,1.42,1.04,2.83,2.64,24.91,5.38,2.84,0.38,1.89,0.09,0.19,0.19,0.47,0.0,0.38,0.0,0.0,0.0,0.0,0.0,190.0,260.0,73.1,2884.0,823.0,101.0,118.0,85.6,69.0,90.0,76.7,11.0,25.0,44.0,0.0,0.02,0.04,-0.02,0.57,1.42,0.47,0.0,2.74,24.53,22.17,2.17,0.38,0.28,0.0,2.08,0.09,1.13,0.19,0.19,0.0,17.92,0.19,0.94,1.42,0.38,0.07,0.25,0.13,-1.0,-1.0,42.9,0.09,0.09,0.0,1.79,2.08,0.19,0.47,1.32,0.0,0.0,4.81,0.85,1.13,2.26,0.94,1.04,0.28,0.94,1.7,0.75,0.75,0.09,2.74,2.08,0.0,55.6
Kiko Femenía,es ESP,DF,Villarreal,es La Liga,34.0,1991.0,25,24,2019,22.4,0.0,0.04,0.0,0.04,0.02,0.07,0.02,0.07,24.0,17.0,70.8,6.0,25.0,69.55,3.84,25.22,33.21,11.65,0.4,69.55,1.07,0.76,0.27,36.03,204.78,108.3,2.23,1.21,0.0,0.89,0.4,41.79,1.83,1.87,0.18,1.52,0.13,0.09,0.0,0.0,0.13,0.18,0.0,0.0,0.0,0.0,0.0,1218.0,1372.0,88.8,20280.0,6569.0,615.0,649.0,94.8,512.0,572.0,89.5,79.0,117.0,67.5,0.04,0.06,0.09,-0.01,0.67,4.46,1.03,0.62,4.6,61.25,50.4,10.76,2.1,0.04,0.36,2.01,8.62,0.0,0.0,0.0,0.0,54.38,0.09,0.62,0.13,0.0,0.0,0.0,0.12,-0.4,-0.4,33.3,0.31,0.0,0.0,0.89,0.58,0.04,1.61,1.38,0.0,0.0,4.15,0.22,0.45,2.01,1.38,0.58,0.04,1.29,2.23,0.94,0.85,0.4,3.62,2.54,0.13,58.0
